experiment,script,seed,topology,grid_x,grid_y,N,edges,avg_degree,avg_k_target,n_features,n_traits,t_max,isolated_nodes,initial_unique_cultures,final_unique_cultures,frozen_step,frozen
f_sweep,axelrod_f_sweep,154,lattice,10,10,100,180,3.6,4,3,5,200000,0,68,3,25800,True
f_sweep,axelrod_f_sweep,155,lattice,10,10,100,180,3.6,4,3,5,200000,0,63,2,168000,True
f_sweep,axelrod_f_sweep,156,lattice,10,10,100,180,3.6,4,3,5,200000,0,71,1,96000,True
f_sweep,axelrod_f_sweep,157,lattice,10,10,100,180,3.6,4,3,5,200000,0,69,2,60300,True
f_sweep,axelrod_f_sweep,158,lattice,10,10,100,180,3.6,4,3,5,200000,0,69,5,28700,True
f_sweep,axelrod_f_sweep,159,lattice,10,10,100,180,3.6,4,3,5,200000,0,65,6,33500,True
f_sweep,axelrod_f_sweep,160,lattice,10,10,100,180,3.6,4,3,5,200000,0,76,3,78200,True
f_sweep,axelrod_f_sweep,161,lattice,10,10,100,180,3.6,4,3,5,200000,0,67,3,50000,True
f_sweep,axelrod_f_sweep,162,lattice,10,10,100,180,3.6,4,3,5,200000,0,65,3,73700,True
f_sweep,axelrod_f_sweep,163,lattice,10,10,100,180,3.6,4,3,5,200000,0,72,6,84100,True
f_sweep,axelrod_f_sweep,164,lattice,10,10,100,180,3.6,4,3,5,200000,0,69,1,70900,True
f_sweep,axelrod_f_sweep,165,lattice,10,10,100,180,3.6,4,3,5,200000,0,67,1,62000,True
f_sweep,axelrod_f_sweep,166,lattice,10,10,100,180,3.6,4,3,5,200000,0,68,6,59100,True
f_sweep,axelrod_f_sweep,167,lattice,10,10,100,180,3.6,4,3,5,200000,0,72,1,107000,True
f_sweep,axelrod_f_sweep,168,lattice,10,10,100,180,3.6,4,3,5,200000,0,73,1,60900,True
f_sweep,axelrod_f_sweep,169,lattice,10,10,100,180,3.6,4,3,5,200000,0,67,2,73700,True
f_sweep,axelrod_f_sweep,170,lattice,10,10,100,180,3.6,4,3,5,200000,0,71,2,53800,True
f_sweep,axelrod_f_sweep,171,lattice,10,10,100,180,3.6,4,3,5,200000,0,71,3,39500,True
f_sweep,axelrod_f_sweep,172,lattice,10,10,100,180,3.6,4,3,5,200000,0,67,4,42600,True
f_sweep,axelrod_f_sweep,173,lattice,10,10,100,180,3.6,4,3,5,200000,0,69,5,72500,True
f_sweep,axelrod_f_sweep,174,lattice,10,10,100,180,3.6,4,3,5,200000,0,71,10,72200,True
f_sweep,axelrod_f_sweep,175,lattice,10,10,100,180,3.6,4,3,5,200000,0,69,3,82400,True
f_sweep,axelrod_f_sweep,176,lattice,10,10,100,180,3.6,4,3,5,200000,0,65,2,114200,True
f_sweep,axelrod_f_sweep,177,lattice,10,10,100,180,3.6,4,3,5,200000,0,73,7,24100,True
f_sweep,axelrod_f_sweep,178,lattice,10,10,100,180,3.6,4,3,5,200000,0,66,9,47500,True
f_sweep,axelrod_f_sweep,179,lattice,10,10,100,180,3.6,4,3,5,200000,0,63,2,78300,True
f_sweep,axelrod_f_sweep,180,lattice,10,10,100,180,3.6,4,3,5,200000,0,67,3,48200,True
f_sweep,axelrod_f_sweep,181,lattice,10,10,100,180,3.6,4,3,5,200000,0,65,4,71800,True
f_sweep,axelrod_f_sweep,182,lattice,10,10,100,180,3.6,4,3,5,200000,0,72,1,128500,True
f_sweep,axelrod_f_sweep,183,lattice,10,10,100,180,3.6,4,3,5,200000,0,74,2,38600,True
f_sweep,axelrod_f_sweep,184,lattice,10,10,100,180,3.6,4,3,5,200000,0,70,2,60200,True
f_sweep,axelrod_f_sweep,185,lattice,10,10,100,180,3.6,4,3,5,200000,0,68,5,65500,True
f_sweep,axelrod_f_sweep,186,lattice,10,10,100,180,3.6,4,3,5,200000,0,72,2,59600,True
f_sweep,axelrod_f_sweep,187,lattice,10,10,100,180,3.6,4,3,5,200000,0,66,4,46900,True
f_sweep,axelrod_f_sweep,188,lattice,10,10,100,180,3.6,4,3,5,200000,0,71,2,51900,True
f_sweep,axelrod_f_sweep,189,lattice,10,10,100,180,3.6,4,3,5,200000,0,76,1,68900,True
f_sweep,axelrod_f_sweep,190,lattice,10,10,100,180,3.6,4,3,5,200000,0,71,3,101200,True
f_sweep,axelrod_f_sweep,191,lattice,10,10,100,180,3.6,4,3,5,200000,0,73,1,97100,True
f_sweep,axelrod_f_sweep,192,lattice,10,10,100,180,3.6,4,3,5,200000,0,66,2,65300,True
f_sweep,axelrod_f_sweep,193,lattice,10,10,100,180,3.6,4,3,5,200000,0,71,4,57100,True
